"";"record_id";"other_titles";"publisher";"country_of_publication";"main_topic";"data_type";"related_resources";"holdings";"holdings_begin";"holdings_end";"issn";"arabic_abstract";"english_abstract";"french_abstract";"canonical";"title"
"1047";"BIM-880599";"Revue Droit du Travail et L’emploiRevue de Droit Social et L’emploiJournal of Labor and Employment Law";"Université Abdelhamid ibn Badis Mostaganem Faculté de Droit et des Sciences Politiques Laboratoire Droit Travil et L'emploi";"Algeria";"Law";"Journals";NA;4;2017-01-31;2018-06-30;"2437-1157";"مجلة قانون العمل و التشغيل، دورية علمية دولية محكمة متخصصة في مجال القانون الاجتماعي، تصدر عن مخبر قانون العمل و التشغيل كلية الحقوق و العلوم السياسية جامعة عبد الحميد بن باديس مستغانم - الجزائر، كل ستة أشهر (جوان – ديسمبر من كل سنة)";NA;NA;"https://search.emarefa.net/detail/BIM-880599";" مجلة قانون العمل و التشغيل"
"1048";"BIM-880834";"Journal of Educitioial and Psychological Sciences";"National Research Center";"Palestine (Gaza Strip)";"EducationPsychology";"Journals";NA;60;2017-03-31;2019-08-31;"2522-3399";NA;NA;NA;"https://search.emarefa.net/detail/BIM-880834";" مجلة العلوم التربوية و النفسية"
"1049";"BIM-880842";"Journal of Humanities and Social Sciences";"National Research Center";"Palestine (Gaza Strip)";"Human Sciences (Multidisciplinary)Social Sciences (Multidisciplinary)";"Journals";NA;22;2017-03-31;2019-08-31;"2522-3380";NA;NA;NA;"https://search.emarefa.net/detail/BIM-880842";" مجلة العلوم الإنسانية و الاجتماعية"
"1050";"BIM-882236";"Dirassat Journal Economic IssueRevue Dirassat Dossier Economique";"University of Laghouat Faculty of Economics Commercial and Management Sciences";"Algeria";"Economy";"Journals";NA;14;2014-01-31;2019-06-30;"2676-2013";NA;NA;NA;"https://search.emarefa.net/detail/BIM-882236";" دراسات العدد الاقتصادي"
"1051";"BIM-890729";"law JournalUniversity of Sharjah Journal of Law Sciences";"University of Sharjah";"United Arab Emirates";"Law";"Journals";" مجلة جامعة الشارقة للعلوم الشرعية و القانونية : دورية علمية محكمة ";3;2018-06-30;2019-12-31;"2616-6526";"دورية علمية محكمة، تصدر عن جامعة الشارقة، تنشر البحوث في المجلة باللغة العربية، و الإنجليزية، و الفرنسية. ";NA;NA;"https://search.emarefa.net/detail/BIM-890729";" مجلة جامعة الشارقة للعلوم القانونية"
"1052";"BIM-890862";"Journal of Risk and Crisis Management";"National Research Center";"Palestine (Gaza Strip)";"Business Administration";"Journals";NA;2;2019-03-31;2019-06-30;"2518-5780";NA;NA;NA;"https://search.emarefa.net/detail/BIM-890862";" مجلة إدارة المخاطر و الأزمات"
"1053";"BIM-8929";NA;"Central Bank of Jordan Research Department";"Jordan";"Periodic Statistical ReportsBanking and Financial Sciences";"Journals";" Monthly Statistical Bulletin ";6;2009-03-31;2012-11-30;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-8929";" النشرة الإحصائية الشهرية"
"1054";"BIM-9002";"Accounting Research : a Specialized Semiannual Refreed Journal";"Saudi Accounting Association";"Saudi Arabia";"Economics & Business AdministrationAccounting";"Journals";NA;12;2007-02-28;2019-06-30;"1319-691x";"دورية علمية متخصصة و محكمة نصف سنوية تصدر عن الجمعية السعودية للمحاسبة تصدر عن الجمعية السعودية للمحاسبة. تنشر أبحاثها في مجال العلوم الاقتصادية و المالية و إدارة الأعمال.";NA;NA;"https://search.emarefa.net/detail/BIM-9002";" مجلة البحوث المحاسبية"
"1055";"BIM-9009";"Zarka Journal for Research and Studies : a Biannual Refereed Scientific Journal";"Zarka Private University Deanship of Scientific Research and Graduate Studies";"Jordan";"Human Sciences (Multidisciplinary)Social Sciences (Multidisciplinary)";"Journals";NA;13;2000-06-30;2006-12-31;"1561-9109";"مجلة علمية محكمة نصف سنوية تصدر عن جامعة الزرقاء الأهلية، عمادة البحث العلمي. تنشر أبحاثها في مجال العلوم الإجتماعية و العلوم الإنسانية";NA;NA;"https://search.emarefa.net/detail/BIM-9009";" مجلة الزرقاء للبحوث و الدراسات"
"1056";"BIM-901478";"International Journal for Quality Assurance";"Zarqa University Deanship of Scientific Research";"Jordan";"Business Administration";"Journals";NA;4;2018-06-30;2019-12-31;"2415-4067";"مجلة عالمية محكمة متخصصة نصف سنوية، تصدر عن جامعة الزرقاء، تنشر المجلة البحوث بإحدى اللغتين العربية و الإنجليزية، تصدر المجلة الدولية لضمان الجودة مرتين في السنة، و تنشر البحوث التي تعنى بالمواضيع العملية و النظريات السائدة في ضمان الجودة في مختلف المجالات.";NA;NA;"https://search.emarefa.net/detail/BIM-901478";" المجلة الدولية لضمان الجودة"
"1057";"BIM-90540";"al-Jamiah : Majallat Ittihad Jamiat al-Alam al-Islami";"Federation of the Universities of the Islamic World";"Morocco";"Human Sciences (Multidisciplinary)Social Sciences (Multidisciplinary)";"Journals";NA;6;2008-03-11;2017-12-31;"2028-6643";"مجلة الجامعة تصدر عن اتحاد جامعات العالم الإسلامي، تنشر أبحاثها في مجال العلوم الاجتماعية و العلوم الإنسانية.";NA;NA;"https://search.emarefa.net/detail/BIM-90540";" الجامعة : مجلة اتحاد جامعات العالم الإسلامي"
"1058";"BIM-9070";NA;"Central Bank of Jordan Research Department";"Jordan";"Periodic Statistical ReportsEconomyBanking and Financial Sciences";"Journals";" Annual Report ";4;2009-05-31;2015-03-31;"0069-1550";"يشتمل التقرير السنوي للبنك المركزي الأردني على خلاصة التطورات الاقتصادية التي شهدها الاقتصاد الأردني خلال عام، كما يشتمل على تحليل التطورات النقدية و المصرفية و سوق الأوراق المالية، و تطورات القطاع الحقيقي، و المالية العامة و القطاع الخارجي، إضافة إلى ملحق إحصائي و تقرير مدقق الحسابات المستقل و القوائم المالية للبنك المركزي.";NA;NA;"https://search.emarefa.net/detail/BIM-9070";" التقرير السنوي"
"1059";"BIM-908312";"Journal of the Economic of Business and FinanceJournal d'économie de finance et des Affaires";"University of Echahid Hamma Lakhdar-el-Oued";"Algeria";"Business AdministrationEconomy";"Journals";NA;8;2016-12-31;2019-12-31;"2543-3660";"مجلة أكاديمية متخصصة محكمة دولية نصف سنوية تصدر عن جامعة الوادي باللغات العربية و الإنجليزية و الفرنسية.";NA;NA;"https://search.emarefa.net/detail/BIM-908312";" مجلة اقتصاد المال و الأعمال"
"1060";"BIM-908953";"International Journal of Economic Performance : International academic journal is blind peer-reviewed semi-annual journal";"M’hamed Bougara-Boumerdes University Laboratory the performance of Algerian economic institutions in light of international dynamics";"Algeria";"Economy";"Journals";NA;4;2018-06-30;2019-12-31;"2661-7161";"مجلة علمية أكاديمية دولية محكمة متخصصة، نصف سنوية، تصدر عن مخبر بحث أداء المؤسسات الاقتصادية الجزائرية في ظل الحركية الاقتصادية الدولية، تصدر باللغات الثلاث العربية و الإنجليزية و الفرنسية.";NA;NA;"https://search.emarefa.net/detail/BIM-908953";" المجلة الدولية للأداء الاقتصادي :"
"1061";"BIM-909034";"Arab Journal for Studies and Research";"Arab Center for Research and Media Studies";"Palestine (Gaza Strip)";"Human Sciences (Multidisciplinary)Social Sciences (Multidisciplinary)";"Journals";NA;5;2019-10-31;2020-04-30;"2707-0727";"مجلة العربي للدراسات والأبحاث مجلة علمية محكمة متعدد التخصصات تصدر من دولة فلسطين عن المركز العربي للأبحاث و الدراسات الإعالمية، تنشر مختلف الأعمال العلمية المبتكرة من مقالات و بحوث و مراجعات و كتب في اللغة العربية والإنجليزية .";NA;NA;"https://search.emarefa.net/detail/BIM-909034";" مجلة العربي للدراسات و الأبحاث"
"1062";"BIM-909047";"Management and Economics Research Journal : Peer reviewed Scientific Quarterly International Journal";"University of Ziane Achour in Djelfa Faculty of Economic and Commercial Sciences and Management Sciences";"Algeria";"Economy";"Journals";NA;5;2019-03-31;2020-03-31;"2676-184X";"مجلة بحوث الإدارة و الاقتصاد مجلة علمية فصلية دولية محكمة مجانية غير تجارية و لا تفرض رسوم على قبول النشر و الطبع و التحكيم، تصدر بانتظام عن كلية العلوم الاقتصادية، التجارية و علوم التسيير بجامعة زيان عاشور بالجلفة (الجزائر)، في أربعة أعداد (مارس، جوان، سبتمبر، ديسمبر) من كل سنة.";NA;NA;"https://search.emarefa.net/detail/BIM-909047";" مجلة بحوث الإدارة و الاقتصاد"
"1063";"BIM-9166";NA;"Central Bank of Jordan";"Jordan";"Periodic Statistical ReportsEconomyBanking and Financial Sciences";"Journals";" تقرير الاستقرار المالي ";1;2010-12-31;2010-12-31;NA;NA;NA;NA;"https://search.emarefa.net/detail/BIM-9166";" تقرير استقرار القطاع المالي في الأردن"
"1064";"BIM-9294";"The Islamic University Journalمجلة الجامعة الإسلامية بغزةJournal of the Islamic University of Gaza";"The Islamic University-Gaza Deanship of Research and Graduate Affairs";"Palestine (Gaza Strip)";"ReligionIslamic Studies";"Journals";NA;8;1998-06-30;2004-01-31;"1726-6807";"مجلة الجامعة الإسلامية مجلة علمية محكمة نصف سنوية، تصدرها شئون البحث العلمي بالجامعة الإسلامية-غزة، و تحمل الرقم الدولي (ISSN :1726-6807)، و هي تقوم بنشر البحوث العلمية الأصيلة في مجالات العلوم المختلفة باللغتين العربية و الإنجليزية حسب التخصصات التالية :- 1. مجلة الجامعة الإسلامية للدراسات الإسلامية 2. مجلة الجامعة الإسلامية للدراسات الطبيعية و الهندسية 3. مجلة الجامعة الإسلامية للدراسات الاقتصادية و الإدارية 4. مجلة الجامعة الإسلامية للدراسات التربوية و النفسية 5.مجلة الجامعة الإسلامية للبحوث الإنسانية ";NA;NA;"https://search.emarefa.net/detail/BIM-9294";" مجلة الجامعة الإسلامية"
